"Gene","Non.unique.Gene.name","Annotation","No..isolates","No..sequences","Avg.sequences.per.isolate","Genome.Fragment","Order.within.Fragment","Accessory.Fragment","Accessory.Order.with.Fragment","QC","Min.group.size.nuc","Max.group.size.nuc","Avg.group.size.nuc","SRR8592510","SRR12626352","SRR21186980","SRR8078641","SRR9824451","SRR13187405","SRR12828263","SRR5350752","SRR18319678","SRR6933294","SRR18128662","SRR12473515","SRR5075657","SRR2961909","SRR6933178"
"ttdA_1","","L(+)-tartrate dehydratase subunit alpha",905,905,1,1,1199,NA,NA,"",617,854,843,"ELPDAJHE_04468","EIBPAMMI_04440","MJBHFOLI_04559","DEGEEBDF_04523","DJPMOAID_03919","MJNEBMJF_04369","CNGMCOPD_03691","LGBPPDBD_04251","IAIDPEBG_01636","LLPJMIGA_04209","CKBCLIBF_03476","DFIKHNHH_03719","IKFDENOE_04099","NJDHHAAK_03945","EMOPMENM_04053"
"dtpA","","Dipeptide and tripeptide permease A",905,905,1,1,3083,NA,NA,"",938,1511,1504,"ELPDAJHE_01150","EIBPAMMI_00752","MJBHFOLI_01547","DEGEEBDF_01924","DJPMOAID_00416","MJNEBMJF_01035","CNGMCOPD_02678","LGBPPDBD_03218","IAIDPEBG_00331","LLPJMIGA_02724","CKBCLIBF_02987","DFIKHNHH_00528","IKFDENOE_03158","NJDHHAAK_02981","EMOPMENM_02150"
"cfxP","","Phosphoribulokinase, plasmid",905,905,1,1,126,NA,NA,"",749,869,868,"ELPDAJHE_01533","EIBPAMMI_00349","MJBHFOLI_01473","DEGEEBDF_00065","DJPMOAID_02206","MJNEBMJF_03808","CNGMCOPD_02382","LGBPPDBD_02870","IAIDPEBG_00843","LLPJMIGA_00179","CKBCLIBF_02281","DFIKHNHH_01207","IKFDENOE_02403","NJDHHAAK_00732","EMOPMENM_00018"
"nudE","","ADP compounds hydrolase NudE",905,905,1,1,161,NA,NA,"",563,596,563,"ELPDAJHE_01563","EIBPAMMI_00319","MJBHFOLI_01443","DEGEEBDF_00095","DJPMOAID_02176","MJNEBMJF_00592","CNGMCOPD_02412","LGBPPDBD_02840","IAIDPEBG_00873","LLPJMIGA_00149","CKBCLIBF_02251","DFIKHNHH_01177","IKFDENOE_02373","NJDHHAAK_00762","EMOPMENM_00048"
"igaA","","Intracellular growth attenuator protein igaA",905,905,1,1,162,NA,NA,"",1997,2132,2131,"ELPDAJHE_01564","EIBPAMMI_00318","MJBHFOLI_01442","DEGEEBDF_00096","DJPMOAID_02175","MJNEBMJF_00593","CNGMCOPD_02413","LGBPPDBD_02839","IAIDPEBG_00874","LLPJMIGA_00148","CKBCLIBF_02250","DFIKHNHH_01176","IKFDENOE_02372","NJDHHAAK_00763","EMOPMENM_00049"
"hslR","","Heat shock protein 15",905,905,1,1,164,NA,NA,"",326,401,400,"ELPDAJHE_01566","EIBPAMMI_00316","MJBHFOLI_01440","DEGEEBDF_00098","DJPMOAID_02173","MJNEBMJF_00595","CNGMCOPD_02415","LGBPPDBD_02837","IAIDPEBG_00876","LLPJMIGA_00146","CKBCLIBF_02248","DFIKHNHH_01174","IKFDENOE_02370","NJDHHAAK_00765","EMOPMENM_00051"
"rhmR_1","","putative HTH-type transcriptional regulator RhmR",905,905,1,1,204,NA,NA,"",608,755,754,"ELPDAJHE_01602","EIBPAMMI_00280","MJBHFOLI_01404","DEGEEBDF_00134","DJPMOAID_02137","MJNEBMJF_00631","CNGMCOPD_02451","LGBPPDBD_02801","IAIDPEBG_00912","LLPJMIGA_00110","CKBCLIBF_02212","DFIKHNHH_01138","IKFDENOE_02334","NJDHHAAK_00801","EMOPMENM_00087"
"malP_1","","Maltodextrin phosphorylase",905,905,1,1,205,NA,NA,"",2372,2447,2446,"ELPDAJHE_01603","EIBPAMMI_00279","MJBHFOLI_01403","DEGEEBDF_00135","DJPMOAID_02136","MJNEBMJF_00632","CNGMCOPD_02452","LGBPPDBD_02800","IAIDPEBG_00913","LLPJMIGA_00109","CKBCLIBF_02211","DFIKHNHH_01137","IKFDENOE_02333","NJDHHAAK_00802","EMOPMENM_00088"
"yhhX","","putative oxidoreductase YhhX",905,905,1,1,216,NA,NA,"",500,1037,1036,"ELPDAJHE_01613","EIBPAMMI_00269","MJBHFOLI_01393","DEGEEBDF_00145","DJPMOAID_02126","MJNEBMJF_00642","CNGMCOPD_02462","LGBPPDBD_02790","IAIDPEBG_00923","LLPJMIGA_00099","CKBCLIBF_02201","DFIKHNHH_01127","IKFDENOE_02323","NJDHHAAK_00812","EMOPMENM_00098"
"lacG","","Lactose transport system permease protein LacG",905,905,1,1,229,NA,NA,"",500,845,844,"ELPDAJHE_01624","EIBPAMMI_00258","MJBHFOLI_01382","DEGEEBDF_00156","DJPMOAID_02115","MJNEBMJF_00653","CNGMCOPD_02473","LGBPPDBD_02779","IAIDPEBG_00934","LLPJMIGA_00088","CKBCLIBF_02190","DFIKHNHH_01116","IKFDENOE_02313","NJDHHAAK_00823","EMOPMENM_00109"
"pitA","","Low-affinity inorganic phosphate transporter 1",905,905,1,1,267,NA,NA,"",716,1496,1495,"ELPDAJHE_01658","EIBPAMMI_00224","MJBHFOLI_01348","DEGEEBDF_00190","DJPMOAID_02081","MJNEBMJF_00687","CNGMCOPD_02507","LGBPPDBD_02745","IAIDPEBG_00968","LLPJMIGA_00054","CKBCLIBF_02156","DFIKHNHH_01082","IKFDENOE_02279","NJDHHAAK_00858","EMOPMENM_00143"
"uspB","","Universal stress protein B",905,905,1,1,268,NA,NA,"",242,335,334,"ELPDAJHE_01659","EIBPAMMI_00223","MJBHFOLI_01347","DEGEEBDF_00191","DJPMOAID_02080","MJNEBMJF_00688","CNGMCOPD_02508","LGBPPDBD_02744","IAIDPEBG_00969","LLPJMIGA_00053","CKBCLIBF_02155","DFIKHNHH_01081","IKFDENOE_02278","NJDHHAAK_00859","EMOPMENM_00144"
"yhjE","","Inner membrane metabolite transport protein YhjE",905,905,1,1,288,NA,NA,"",1100,1322,1321,"ELPDAJHE_01678","EIBPAMMI_00204","MJBHFOLI_01328","DEGEEBDF_00210","DJPMOAID_02061","MJNEBMJF_00707","CNGMCOPD_02527","LGBPPDBD_02725","IAIDPEBG_00988","LLPJMIGA_00034","CKBCLIBF_02136","DFIKHNHH_01062","IKFDENOE_02259","NJDHHAAK_00878","EMOPMENM_00163"
"group_1190","","hypothetical protein",905,905,1,1,289,NA,NA,"",1895,2060,2059,"ELPDAJHE_01679","EIBPAMMI_00203","MJBHFOLI_01327","DEGEEBDF_00211","DJPMOAID_02060","MJNEBMJF_00708","CNGMCOPD_02528","LGBPPDBD_02724","IAIDPEBG_00989","LLPJMIGA_00033","CKBCLIBF_02135","DFIKHNHH_01061","IKFDENOE_02258","NJDHHAAK_00879","EMOPMENM_00164"
"bcsE","","Cyclic di-GMP binding protein BcsE",905,905,1,1,302,NA,NA,"",1445,1559,1555,"ELPDAJHE_01691","EIBPAMMI_00191","MJBHFOLI_01315","DEGEEBDF_00223","DJPMOAID_02048","MJNEBMJF_00720","CNGMCOPD_02540","LGBPPDBD_02712","IAIDPEBG_01001","LLPJMIGA_00021","CKBCLIBF_02123","DFIKHNHH_01049","IKFDENOE_02246","NJDHHAAK_00891","EMOPMENM_00176"
"eptB","","Kdo(2)-lipid A phosphoethanolamine 7''-transferase",905,905,1,1,316,NA,NA,"",560,1691,1689,"ELPDAJHE_01705","EIBPAMMI_00177","MJBHFOLI_01301","DEGEEBDF_00237","DJPMOAID_02034","MJNEBMJF_00734","CNGMCOPD_02554","LGBPPDBD_02698","IAIDPEBG_01015","LLPJMIGA_00007","CKBCLIBF_02109","DFIKHNHH_01035","IKFDENOE_02232","NJDHHAAK_00905","EMOPMENM_00190"
"lpfD_1","","putative minor fimbrial subunit LpfD",905,905,1,1,318,NA,NA,"",512,1079,1078,"ELPDAJHE_01707","EIBPAMMI_00175","MJBHFOLI_01299","DEGEEBDF_00239","DJPMOAID_02032","MJNEBMJF_00736","CNGMCOPD_02556","LGBPPDBD_02696","IAIDPEBG_01017","LLPJMIGA_00005","CKBCLIBF_02107","DFIKHNHH_01033","IKFDENOE_02230","NJDHHAAK_00907","EMOPMENM_00192"
"group_1194","","hypothetical protein",905,905,1,1,319,NA,NA,"",2243,2297,2243,"ELPDAJHE_01708","EIBPAMMI_00174","MJBHFOLI_01298","DEGEEBDF_00240","DJPMOAID_02031","MJNEBMJF_00737","CNGMCOPD_02557","LGBPPDBD_02695","IAIDPEBG_01018","LLPJMIGA_00004","CKBCLIBF_02106","DFIKHNHH_01032","IKFDENOE_02229","NJDHHAAK_00908","EMOPMENM_00193"
"yiaC","","Peptidyl-lysine N-acetyltransferase YiaC",905,905,1,1,326,NA,NA,"",170,440,439,"ELPDAJHE_02326","EIBPAMMI_00167","MJBHFOLI_03493","DEGEEBDF_00247","DJPMOAID_02024","MJNEBMJF_00744","CNGMCOPD_02564","LGBPPDBD_02688","IAIDPEBG_03312","LLPJMIGA_02941","CKBCLIBF_02099","DFIKHNHH_01025","IKFDENOE_02222","NJDHHAAK_00915","EMOPMENM_01769"
"bisC","","Biotin sulfoxide reductase",905,905,1,1,327,NA,NA,"",479,2333,2328,"ELPDAJHE_02325","EIBPAMMI_00166","MJBHFOLI_03494","DEGEEBDF_00248","DJPMOAID_02023","MJNEBMJF_00745","CNGMCOPD_02565","LGBPPDBD_02687","IAIDPEBG_03313","LLPJMIGA_02942","CKBCLIBF_02098","DFIKHNHH_01024","IKFDENOE_02221","NJDHHAAK_00916","EMOPMENM_01768"
"hyfA_3","","Hydrogenase-4 component A",905,905,1,1,348,NA,NA,"",473,581,473,"ELPDAJHE_02304","EIBPAMMI_00145","MJBHFOLI_03517","DEGEEBDF_00269","DJPMOAID_02002","MJNEBMJF_00767","CNGMCOPD_02588","LGBPPDBD_02666","IAIDPEBG_03335","LLPJMIGA_02964","CKBCLIBF_02077","DFIKHNHH_01003","IKFDENOE_02200","NJDHHAAK_00938","EMOPMENM_01746"
"lyx","","L-xylulose/3-keto-L-gulonate kinase",905,905,1,1,356,NA,NA,"",1178,1496,1495,"ELPDAJHE_02296","EIBPAMMI_00137","MJBHFOLI_03525","DEGEEBDF_00277","DJPMOAID_01994","MJNEBMJF_00775","CNGMCOPD_02596","LGBPPDBD_02658","IAIDPEBG_03343","LLPJMIGA_02972","CKBCLIBF_02069","DFIKHNHH_00995","IKFDENOE_02192","NJDHHAAK_00946","EMOPMENM_01738"
"selB","","Selenocysteine-specific elongation factor",905,905,1,1,366,NA,NA,"",1730,1850,1849,"ELPDAJHE_02288","EIBPAMMI_00129","MJBHFOLI_03533","DEGEEBDF_00285","DJPMOAID_01986","MJNEBMJF_00783","CNGMCOPD_02604","LGBPPDBD_02650","IAIDPEBG_03351","LLPJMIGA_02980","CKBCLIBF_02061","DFIKHNHH_00987","IKFDENOE_02184","NJDHHAAK_00954","EMOPMENM_01730"
"group_1201","","L-talarate/galactarate dehydratase",905,905,1,1,382,NA,NA,"",1196,1259,1196,"ELPDAJHE_02273","EIBPAMMI_00114","MJBHFOLI_03548","DEGEEBDF_00300","DJPMOAID_01971","MJNEBMJF_00798","CNGMCOPD_02619","LGBPPDBD_02635","IAIDPEBG_03366","LLPJMIGA_03593","CKBCLIBF_02046","DFIKHNHH_00972","IKFDENOE_02169","NJDHHAAK_00969","EMOPMENM_01715"
"narL_1","","Nitrate/nitrite response regulator protein NarL",905,905,1,1,3425,NA,NA,"",569,650,649,"ELPDAJHE_00106","EIBPAMMI_02159","MJBHFOLI_00291","DEGEEBDF_00715","DJPMOAID_00106","MJNEBMJF_04218","CNGMCOPD_01901","LGBPPDBD_02268","IAIDPEBG_03975","LLPJMIGA_01609","CKBCLIBF_01827","DFIKHNHH_02511","IKFDENOE_00648","NJDHHAAK_01603","EMOPMENM_01354"
"group_1203","","hypothetical protein",905,905,1,1,3398,NA,NA,"",311,836,835,"ELPDAJHE_00130","EIBPAMMI_02183","MJBHFOLI_00267","DEGEEBDF_00691","DJPMOAID_00130","MJNEBMJF_00560","CNGMCOPD_01876","LGBPPDBD_02292","IAIDPEBG_03999","LLPJMIGA_01633","CKBCLIBF_01803","DFIKHNHH_02487","IKFDENOE_00672","NJDHHAAK_01627","EMOPMENM_01330"
"yciI","","Protein YciI",905,905,1,1,3394,NA,NA,"",221,296,295,"ELPDAJHE_00134","EIBPAMMI_02187","MJBHFOLI_00263","DEGEEBDF_00687","DJPMOAID_00134","MJNEBMJF_00556","CNGMCOPD_01872","LGBPPDBD_02296","IAIDPEBG_04003","LLPJMIGA_01637","CKBCLIBF_01799","DFIKHNHH_02483","IKFDENOE_00676","NJDHHAAK_01631","EMOPMENM_01326"
"yciE","","Protein YciE",905,905,1,1,3386,NA,NA,"",437,506,505,"ELPDAJHE_00142","EIBPAMMI_02195","MJBHFOLI_00255","DEGEEBDF_00679","DJPMOAID_00142","MJNEBMJF_00548","CNGMCOPD_01864","LGBPPDBD_02304","IAIDPEBG_04011","LLPJMIGA_01645","CKBCLIBF_01791","DFIKHNHH_02475","IKFDENOE_00684","NJDHHAAK_01639","EMOPMENM_01318"
"rnb","","Exoribonuclease 2",905,905,1,1,3356,NA,NA,"",806,1934,1932,"ELPDAJHE_00172","EIBPAMMI_02225","MJBHFOLI_00225","DEGEEBDF_00649","DJPMOAID_00172","MJNEBMJF_00518","CNGMCOPD_01834","LGBPPDBD_02334","IAIDPEBG_04248","LLPJMIGA_01675","CKBCLIBF_01761","DFIKHNHH_02445","IKFDENOE_00714","NJDHHAAK_01669","EMOPMENM_01288"
"mppA","","Periplasmic murein peptide-binding protein",905,905,1,1,3329,NA,NA,"",191,1613,1601,"ELPDAJHE_00194","EIBPAMMI_02247","MJBHFOLI_00203","DEGEEBDF_00627","DJPMOAID_00194","MJNEBMJF_00496","CNGMCOPD_01812","LGBPPDBD_02356","IAIDPEBG_00624","LLPJMIGA_01181","CKBCLIBF_01739","DFIKHNHH_02423","IKFDENOE_00736","NJDHHAAK_01691","EMOPMENM_01792"
"ytbE","","putative oxidoreductase YtbE",905,905,1,1,3326,NA,NA,"",836,869,841,"ELPDAJHE_00197","EIBPAMMI_02250","MJBHFOLI_00200","DEGEEBDF_00624","DJPMOAID_00197","MJNEBMJF_00493","CNGMCOPD_01809","LGBPPDBD_02359","IAIDPEBG_00627","LLPJMIGA_01178","CKBCLIBF_01736","DFIKHNHH_02420","IKFDENOE_00739","NJDHHAAK_01694","EMOPMENM_01795"
"group_1210","","hypothetical protein",905,905,1,1,3322,NA,NA,"",377,1055,1054,"ELPDAJHE_00201","EIBPAMMI_02254","MJBHFOLI_00196","DEGEEBDF_00620","DJPMOAID_00201","MJNEBMJF_00489","CNGMCOPD_01805","LGBPPDBD_02363","IAIDPEBG_00631","LLPJMIGA_01174","CKBCLIBF_01732","DFIKHNHH_02416","IKFDENOE_00743","NJDHHAAK_01698","EMOPMENM_01799"
"group_1213","","hypothetical protein",905,905,1,1,3313,NA,NA,"",407,686,685,"ELPDAJHE_00208","EIBPAMMI_02048","MJBHFOLI_00189","DEGEEBDF_00613","DJPMOAID_00208","MJNEBMJF_00482","CNGMCOPD_01798","LGBPPDBD_02370","IAIDPEBG_00638","LLPJMIGA_01167","CKBCLIBF_01725","DFIKHNHH_02409","IKFDENOE_00750","NJDHHAAK_01705","EMOPMENM_01806"
"ldhA","","D-lactate dehydrogenase",905,905,1,1,3295,NA,NA,"",935,989,988,"ELPDAJHE_00225","EIBPAMMI_02031","MJBHFOLI_00172","DEGEEBDF_00596","DJPMOAID_00225","MJNEBMJF_00465","CNGMCOPD_01781","LGBPPDBD_02387","IAIDPEBG_00655","LLPJMIGA_01150","CKBCLIBF_01708","DFIKHNHH_02392","IKFDENOE_00767","NJDHHAAK_01722","EMOPMENM_01823"
"group_1215","","hypothetical protein",905,905,1,1,3294,NA,NA,"",2312,2636,2634,"ELPDAJHE_00226","EIBPAMMI_02030","MJBHFOLI_00171","DEGEEBDF_00595","DJPMOAID_00226","MJNEBMJF_00464","CNGMCOPD_01780","LGBPPDBD_02388","IAIDPEBG_00656","LLPJMIGA_01149","CKBCLIBF_01707","DFIKHNHH_02391","IKFDENOE_00768","NJDHHAAK_01723","EMOPMENM_01824"
"ydcF","","Protein YdcF",905,905,1,1,3287,NA,NA,"",752,800,799,"ELPDAJHE_00232","EIBPAMMI_02024","MJBHFOLI_00165","DEGEEBDF_00589","DJPMOAID_00232","MJNEBMJF_00458","CNGMCOPD_01774","LGBPPDBD_02394","IAIDPEBG_00662","LLPJMIGA_01143","CKBCLIBF_01701","DFIKHNHH_02385","IKFDENOE_00774","NJDHHAAK_01729","EMOPMENM_01830"
"cybB","","Cytochrome b561",905,905,1,1,3286,NA,NA,"",377,530,528,"ELPDAJHE_00233","EIBPAMMI_02023","MJBHFOLI_00164","DEGEEBDF_00588","DJPMOAID_00233","MJNEBMJF_00457","CNGMCOPD_01773","LGBPPDBD_02395","IAIDPEBG_00663","LLPJMIGA_01142","CKBCLIBF_01700","DFIKHNHH_02384","IKFDENOE_00775","NJDHHAAK_01730","EMOPMENM_01831"
"yecS_2","","L-cystine transport system permease protein YecS",905,905,1,1,3282,NA,NA,"",464,680,679,"ELPDAJHE_00237","EIBPAMMI_02019","MJBHFOLI_00160","DEGEEBDF_00584","DJPMOAID_00237","MJNEBMJF_00453","CNGMCOPD_01769","LGBPPDBD_02399","IAIDPEBG_00667","LLPJMIGA_01138","CKBCLIBF_01696","DFIKHNHH_02380","IKFDENOE_00779","NJDHHAAK_01734","EMOPMENM_01835"
"glnQ_1","","Glutamine transport ATP-binding protein GlnQ",905,905,1,1,3281,NA,NA,"",443,731,730,"ELPDAJHE_00238","EIBPAMMI_02018","MJBHFOLI_00159","DEGEEBDF_00583","DJPMOAID_00238","MJNEBMJF_00452","CNGMCOPD_01768","LGBPPDBD_02400","IAIDPEBG_00668","LLPJMIGA_01137","CKBCLIBF_01695","DFIKHNHH_02379","IKFDENOE_00780","NJDHHAAK_01735","EMOPMENM_01836"
"group_1221","","putative protein",905,905,1,1,3269,NA,NA,"",1202,1343,1342,"ELPDAJHE_00250","EIBPAMMI_02006","MJBHFOLI_00147","DEGEEBDF_00571","DJPMOAID_00250","MJNEBMJF_00440","CNGMCOPD_01756","LGBPPDBD_02412","IAIDPEBG_00680","LLPJMIGA_01125","CKBCLIBF_01683","DFIKHNHH_02367","IKFDENOE_00792","NJDHHAAK_01747","EMOPMENM_01848"
"yceI_1","","Protein YceI",905,905,1,1,3266,NA,NA,"",365,566,565,"ELPDAJHE_00253","EIBPAMMI_02003","MJBHFOLI_00144","DEGEEBDF_00568","DJPMOAID_00253","MJNEBMJF_00437","CNGMCOPD_01753","LGBPPDBD_02415","IAIDPEBG_00683","LLPJMIGA_01122","CKBCLIBF_01680","DFIKHNHH_02364","IKFDENOE_00795","NJDHHAAK_01750","EMOPMENM_01625"
"rpe_1","","Ribulose-phosphate 3-epimerase",905,905,1,1,3262,NA,NA,"",236,632,631,"ELPDAJHE_00257","EIBPAMMI_01999","MJBHFOLI_00140","DEGEEBDF_00564","DJPMOAID_00257","MJNEBMJF_00433","CNGMCOPD_01749","LGBPPDBD_02419","IAIDPEBG_00687","LLPJMIGA_01118","CKBCLIBF_01676","DFIKHNHH_02360","IKFDENOE_00799","NJDHHAAK_01754","EMOPMENM_01629"
"ysdC","","Putative aminopeptidase YsdC",905,905,1,1,3257,NA,NA,"",665,1118,1112,"ELPDAJHE_00262","EIBPAMMI_01994","MJBHFOLI_00135","DEGEEBDF_00559","DJPMOAID_00262","MJNEBMJF_00428","CNGMCOPD_01744","LGBPPDBD_02424","IAIDPEBG_00692","LLPJMIGA_01113","CKBCLIBF_01671","DFIKHNHH_02355","IKFDENOE_00804","NJDHHAAK_01759","EMOPMENM_01634"
