"cgmlst_ST"	"cgmlst_distance"	"cgmlst_found_loci"	"cgmlst_genome_match"	"cgmlst_matching_alleles"	"cgmlst_subspecies"	"fasta_filepath"	"genome"	"h1"	"h2"	"o_antigen"	"qc_messages"	"qc_status"	"serogroup"	"serovar"	"serovar_antigen"	"serovar_cgmlst"
"11"	NA	0.0272727272727272	329	"2018-SEQ-0351"	321	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU21_assembly.fasta"	"NDSU21_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"12"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU22_assembly.fasta"	"NDSU22_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"13"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU24_assembly.fasta"	"NDSU24_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"14"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU25_assembly.fasta"	"NDSU25_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"15"	NA	0.0272727272727272	328	"2018-SEQ-0501"	321	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU26_assembly.fasta"	"NDSU26_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=328)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"16"	NA	0.0242424242424243	329	"2018-SEQ-0501"	322	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU28_assembly.fasta"	"NDSU28_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"17"	NA	0.0242424242424243	329	"2018-SEQ-0304"	322	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU29_assembly.fasta"	"NDSU29_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"18"	NA	0.0212121212121212	329	"2018-SEQ-0351"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU3_assembly.fasta"	"NDSU3_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"19"	NA	0.0242424242424243	329	"2018-SEQ-0304"	322	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU30_assembly.fasta"	"NDSU30_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"20"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU4_assembly.fasta"	"NDSU4_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"21"	NA	0.0212121212121212	329	"2018-CAL-0016"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU6_assembly.fasta"	"NDSU6_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"22"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU7_assembly.fasta"	"NDSU7_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"23"	NA	0.0272727272727272	327	"2018-SEQ-0305"	321	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU8_assembly.fasta"	"NDSU8_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=327)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"24"	NA	0.0272727272727272	328	"2018-SEQ-0304"	321	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/NDSU9_assembly.fasta"	"NDSU9_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=328)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"25"	NA	0.0212121212121212	329	"2018-SEQ-0351"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10001202_assembly.fasta"	"SRR10001202_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"26"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10013295_assembly.fasta"	"SRR10013295_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=329)"	"FAIL"	"-"	"Dublin"	"Kiel|Dublin|Sylvania"	"Dublin"
"27"	NA	0.0393939393939394	322	"2018-SEQ-0501"	317	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10013299_assembly.fasta"	"SRR10013299_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=322)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"28"	NA	0.0212121212121212	329	"2018-SEQ-0244"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10018785_assembly.fasta"	"SRR10018785_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"29"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10027107_assembly.fasta"	"SRR10027107_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"30"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10027407_assembly.fasta"	"SRR10027407_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"31"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10027552_assembly.fasta"	"SRR10027552_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"32"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10027554_assembly.fasta"	"SRR10027554_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"33"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10028757_assembly.fasta"	"SRR10028757_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"34"	261506830	0.0242424242424243	330	"2018-SEQ-0501"	322	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10031119_assembly.fasta"	"SRR10031119_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=330)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"35"	NA	0.0212121212121212	329	"2018-SEQ-0351"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10032843_assembly.fasta"	"SRR10032843_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"36"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10037224_assembly.fasta"	"SRR10037224_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"37"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10037225_assembly.fasta"	"SRR10037225_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"38"	NA	0.0212121212121212	329	"2018-SEQ-0244"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10037239_assembly.fasta"	"SRR10037239_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"39"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10037243_assembly.fasta"	"SRR10037243_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"40"	261506830	0.0242424242424243	330	"2018-SEQ-0501"	322	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10037353_assembly.fasta"	"SRR10037353_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=330)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"41"	NA	0.0212121212121212	329	"2018-SEQ-0351"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10049737_assembly.fasta"	"SRR10049737_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"42"	59985141	0.0212121212121212	330	"2018-SEQ-0304"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10060559_assembly.fasta"	"SRR10060559_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=330)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"43"	2253747154	0.0212121212121212	330	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10063213_assembly.fasta"	"SRR10063213_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=330)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"44"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10068688_assembly.fasta"	"SRR10068688_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"45"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10084388_assembly.fasta"	"SRR10084388_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"46"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10084895_assembly.fasta"	"SRR10084895_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"47"	NA	0.0272727272727272	329	"2018-CAL-0016"	321	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10096074_assembly.fasta"	"SRR10096074_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"48"	NA	0.0272727272727272	329	"2018-SEQ-0306"	321	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10113612_assembly.fasta"	"SRR10113612_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"49"	NA	0.0212121212121212	329	"2018-CAL-0016"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10115349_assembly.fasta"	"SRR10115349_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"50"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10126592_assembly.fasta"	"SRR10126592_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"51"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10126593_assembly.fasta"	"SRR10126593_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"52"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10126605_assembly.fasta"	"SRR10126605_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"53"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10126612_assembly.fasta"	"SRR10126612_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"54"	NA	0.0181818181818182	329	"2018-SEQ-0501"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10126613_assembly.fasta"	"SRR10126613_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"55"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10126617_assembly.fasta"	"SRR10126617_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"FAIL: Wzx/Wzy genes missing. Cannot determine O-antigen group/serogroup. Cannot accurately predict serovar from antigen genes. | INFO: Number of cgMLST330 loci found (n=329)"	"FAIL"	"-"	"Dublin"	"Kiel|Dublin|Sylvania"	"Dublin"
"56"	199829462	0.0242424242424243	330	"2015-SEQ-0618"	322	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10137199_assembly.fasta"	"SRR10137199_assembly"	"i"	"1,2"	"1,4,[5],12"	"INFO: Number of cgMLST330 loci found (n=330)"	"PASS"	"B"	"Typhimurium"	"Typhimurium|Lagos"	"Typhimurium"
"57"	NA	0.0242424242424243	329	"2018-CAL-0016"	322	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10138335_assembly.fasta"	"SRR10138335_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"58"	2253747154	0.0212121212121212	330	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10153950_assembly.fasta"	"SRR10153950_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=330)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"59"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10155170_assembly.fasta"	"SRR10155170_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"60"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10155174_assembly.fasta"	"SRR10155174_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"61"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10155176_assembly.fasta"	"SRR10155176_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"62"	NA	0.0181818181818182	329	"2018-SEQ-0501"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10155179_assembly.fasta"	"SRR10155179_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"63"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10155181_assembly.fasta"	"SRR10155181_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"64"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10155182_assembly.fasta"	"SRR10155182_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"65"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10155184_assembly.fasta"	"SRR10155184_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"66"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10164593_assembly.fasta"	"SRR10164593_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"67"	NA	0.0181818181818182	329	"2018-SEQ-0351"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10165306_assembly.fasta"	"SRR10165306_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"68"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10165308_assembly.fasta"	"SRR10165308_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"69"	NA	0.0181818181818182	329	"2018-CAL-0016"	324	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10165309_assembly.fasta"	"SRR10165309_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"70"	NA	0.0212121212121212	329	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10165346_assembly.fasta"	"SRR10165346_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"71"	NA	0.0212121212121212	329	"2018-SEQ-0351"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10166181_assembly.fasta"	"SRR10166181_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"72"	2253747154	0.0212121212121212	330	"2018-SEQ-0501"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10176078_assembly.fasta"	"SRR10176078_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=330)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
"73"	NA	0.0212121212121212	329	"2018-SEQ-0244"	323	"enterica"	"/scratch/smk459/dub-omics/1.3-unicyclerentero/assemblies/SRR10186809_assembly.fasta"	"SRR10186809_assembly"	"g,p"	"-"	"1,9,12[Vi]"	"INFO: Number of cgMLST330 loci found (n=329)"	"PASS"	"D1"	"Dublin"	"Kiel|Dublin"	"Dublin"
